# generated from DICOM standard 2024c
# columns are in the same order as parameters to the DicomTag constructor
# eg. tag;name;varName;vr;isMultiVrTag;vmLow;vmHigh;isRetired
#
1576985;Secondary Capture Device Software Versions;SecondaryCaptureDeviceSoftwareVersions;LO;False;1;4294967295;False
1576986;Hardcopy Device Software Version;HardcopyDeviceSoftwareVersion;LO;False;1;4294967295;True
1576987;Hardcopy Device Manufacturer's Model Name;HardcopyDeviceManufacturerModelName;LO;False;1;1;True
1576992;Software Versions;SoftwareVersions;LO;False;1;4294967295;False
1576994;Video Image Format Acquired;VideoImageFormatAcquired;SH;False;1;1;False
1576995;Digital Image Format Acquired;DigitalImageFormatAcquired;LO;False;1;1;False
1577008;Protocol Name;ProtocolName;LO;False;1;1;False
1577024;Contrast/Bolus Route;ContrastBolusRoute;LO;False;1;1;False
1577025;Contrast/Bolus Volume;ContrastBolusVolume;DS;False;1;1;False
1577026;Contrast/Bolus Start Time;ContrastBolusStartTime;TM;False;1;1;False
1577027;Contrast/Bolus Stop Time;ContrastBolusStopTime;TM;False;1;1;False
1577028;Contrast/Bolus Total Dose;ContrastBolusTotalDose;DS;False;1;1;False
1577029;Syringe Counts;SyringeCounts;IS;False;1;1;False
1577030;Contrast Flow Rate;ContrastFlowRate;DS;False;1;4294967295;False
1577031;Contrast Flow Duration;ContrastFlowDuration;DS;False;1;4294967295;False
1577032;Contrast/Bolus Ingredient;ContrastBolusIngredient;CS;False;1;1;False
1577033;Contrast/Bolus Ingredient Concentration;ContrastBolusIngredientConcentration;DS;False;1;1;False
1577040;Spatial Resolution;SpatialResolution;DS;False;1;1;False
1577056;Trigger Time;TriggerTime;DS;False;1;1;False
1577057;Trigger Source or Type;TriggerSourceOrType;LO;False;1;1;False
1577058;Nominal Interval;NominalInterval;IS;False;1;1;False
1577059;Frame Time;FrameTime;DS;False;1;1;False
1577060;Cardiac Framing Type;CardiacFramingType;LO;False;1;1;False
1577061;Frame Time Vector;FrameTimeVector;DS;False;1;4294967295;False
1577062;Frame Delay;FrameDelay;DS;False;1;1;False
1577063;Image Trigger Delay;ImageTriggerDelay;DS;False;1;1;False
1577064;Multiplex Group Time Offset;MultiplexGroupTimeOffset;DS;False;1;1;False
1577065;Trigger Time Offset;TriggerTimeOffset;DS;False;1;1;False
1577066;Synchronization Trigger;SynchronizationTrigger;CS;False;1;1;False
1577068;Synchronization Channel;SynchronizationChannel;US;False;2;2;False
1577070;Trigger Sample Position;TriggerSamplePosition;UL;False;1;1;False
1577072;Radiopharmaceutical Route;RadiopharmaceuticalRoute;LO;False;1;1;False
1577073;Radiopharmaceutical Volume;RadiopharmaceuticalVolume;DS;False;1;1;False
1577074;Radiopharmaceutical Start Time;RadiopharmaceuticalStartTime;TM;False;1;1;False
1577075;Radiopharmaceutical Stop Time;RadiopharmaceuticalStopTime;TM;False;1;1;False
1577076;Radionuclide Total Dose;RadionuclideTotalDose;DS;False;1;1;False
1577077;Radionuclide Half Life;RadionuclideHalfLife;DS;False;1;1;False
1577078;Radionuclide Positron Fraction;RadionuclidePositronFraction;DS;False;1;1;False
1577079;Radiopharmaceutical Specific Activity;RadiopharmaceuticalSpecificActivity;DS;False;1;1;False
1577080;Radiopharmaceutical Start DateTime;RadiopharmaceuticalStartDateTime;DT;False;1;1;False
1577081;Radiopharmaceutical Stop DateTime;RadiopharmaceuticalStopDateTime;DT;False;1;1;False
1577088;Beat Rejection Flag;BeatRejectionFlag;CS;False;1;1;False
1577089;Low R-R Value;LowRRValue;IS;False;1;1;False
1577090;High R-R Value;HighRRValue;IS;False;1;1;False
1577091;Intervals Acquired;IntervalsAcquired;IS;False;1;1;False
1577092;Intervals Rejected;IntervalsRejected;IS;False;1;1;False
1577093;PVC Rejection;PVCRejection;LO;False;1;1;False
1577094;Skip Beats;SkipBeats;IS;False;1;1;False
1577096;Heart Rate;HeartRate;IS;False;1;1;False
1577104;Cardiac Number of Images;CardiacNumberOfImages;IS;False;1;1;False
1577108;Trigger Window;TriggerWindow;IS;False;1;1;False
1577216;Reconstruction Diameter;ReconstructionDiameter;DS;False;1;1;False
1577232;Distance Source to Detector;DistanceSourceToDetector;DS;False;1;1;False
1577233;Distance Source to Patient;DistanceSourceToPatient;DS;False;1;1;False
1577236;Estimated Radiographic Magnification Factor;EstimatedRadiographicMagnificationFactor;DS;False;1;1;False
1577248;Gantry/Detector Tilt;GantryDetectorTilt;DS;False;1;1;False
1577249;Gantry/Detector Slew;GantryDetectorSlew;DS;False;1;1;False
1577264;Table Height;TableHeight;DS;False;1;1;False
1577265;Table Traverse;TableTraverse;DS;False;1;1;False
1577268;Table Motion;TableMotion;CS;False;1;1;False
1577269;Table Vertical Increment;TableVerticalIncrement;DS;False;1;4294967295;False
1577270;Table Lateral Increment;TableLateralIncrement;DS;False;1;4294967295;False
1577271;Table Longitudinal Increment;TableLongitudinalIncrement;DS;False;1;4294967295;False
1577272;Table Angle;TableAngle;DS;False;1;1;False
1577274;Table Type;TableType;CS;False;1;1;False
1577280;Rotation Direction;RotationDirection;CS;False;1;1;False
1577281;Angular Position;AngularPosition;DS;False;1;1;True
1577282;Radial Position;RadialPosition;DS;False;1;4294967295;False
1577283;Scan Arc;ScanArc;DS;False;1;1;False
1577284;Angular Step;AngularStep;DS;False;1;1;False
1577285;Center of Rotation Offset;CenterOfRotationOffset;DS;False;1;1;False
1577286;Rotation Offset;RotationOffset;DS;False;1;4294967295;True
1577287;Field of View Shape;FieldOfViewShape;CS;False;1;1;False
1577289;Field of View Dimension(s);FieldOfViewDimensions;IS;False;1;2;False
1577296;Exposure Time;ExposureTime;IS;False;1;1;False
1577297;X-Ray Tube Current;XRayTubeCurrent;IS;False;1;1;False
1577298;Exposure;Exposure;IS;False;1;1;False
1577299;Exposure in µAs;ExposureInuAs;IS;False;1;1;False
1577300;Average Pulse Width;AveragePulseWidth;DS;False;1;1;False
1577301;Radiation Setting;RadiationSetting;CS;False;1;1;False
1577302;Rectification Type;RectificationType;CS;False;1;1;False
1577306;Radiation Mode;RadiationMode;CS;False;1;1;False
1577310;Image and Fluoroscopy Area Dose Product;ImageAndFluoroscopyAreaDoseProduct;DS;False;1;1;False
1577312;Filter Type;FilterType;SH;False;1;1;False
1577313;Type of Filters;TypeOfFilters;LO;False;1;4294967295;False
1577314;Intensifier Size;IntensifierSize;DS;False;1;1;False
1577316;Imager Pixel Spacing;ImagerPixelSpacing;DS;False;2;2;False
1577318;Grid;Grid;CS;False;1;4294967295;False
1577328;Generator Power;GeneratorPower;IS;False;1;1;False
1577344;Collimator/grid Name;CollimatorGridName;SH;False;1;1;False
1577345;Collimator Type;CollimatorType;CS;False;1;1;False
1577346;Focal Distance;FocalDistance;IS;False;1;2;False
1577347;X Focus Center;XFocusCenter;DS;False;1;2;False
1577348;Y Focus Center;YFocusCenter;DS;False;1;2;False
1577360;Focal Spot(s);FocalSpots;DS;False;1;4294967295;False
1577361;Anode Target Material;AnodeTargetMaterial;CS;False;1;1;False
1577376;Body Part Thickness;BodyPartThickness;DS;False;1;1;False
1577378;Compression Force;CompressionForce;DS;False;1;1;False
1577379;Compression Pressure;CompressionPressure;DS;False;1;1;False
1577380;Paddle Description;PaddleDescription;LO;False;1;1;False
1577381;Compression Contact Area;CompressionContactArea;DS;False;1;1;False
1577392;Acquisition Mode;AcquisitionMode;LO;False;1;1;False
1577393;Dose Mode Name;DoseModeName;LO;False;1;1;False
1577394;Acquired Subtraction Mask Flag;AcquiredSubtractionMaskFlag;CS;False;1;1;False
1577395;Fluoroscopy Persistence Flag;FluoroscopyPersistenceFlag;CS;False;1;1;False
1577396;Fluoroscopy Last Image Hold Persistence Flag;FluoroscopyLastImageHoldPersistenceFlag;CS;False;1;1;False
1577397;Upper Limit Number Of Persistent Fluoroscopy Frames;UpperLimitNumberOfPersistentFluoroscopyFrames;IS;False;1;1;False
1577398;Contrast/Bolus Auto Injection Trigger Flag;ContrastBolusAutoInjectionTriggerFlag;CS;False;1;1;False
1577399;Contrast/Bolus Injection Delay;ContrastBolusInjectionDelay;FD;False;1;1;False
1577400;XA Acquisition Phase Details Sequence;XAAcquisitionPhaseDetailsSequence;SQ;False;1;1;False
1577401;XA Acquisition Frame Rate;XAAcquisitionFrameRate;FD;False;1;1;False
1577402;XA Plane Details Sequence;XAPlaneDetailsSequence;SQ;False;1;1;False
1577403;Acquisition Field of View Label;AcquisitionFieldOfViewLabel;LO;False;1;1;False
1577404;X-Ray Filter Details Sequence;XRayFilterDetailsSequence;SQ;False;1;1;False
1577405;XA Acquisition Duration;XAAcquisitionDuration;FD;False;1;1;False
1577406;Reconstruction Pipeline Type;ReconstructionPipelineType;CS;False;1;1;False
1577407;Image Filter Details Sequence;ImageFilterDetailsSequence;SQ;False;1;1;False
1577408;Applied Mask Subtraction Flag;AppliedMaskSubtractionFlag;CS;False;1;1;False
1577409;Requested Series Description Code Sequence;RequestedSeriesDescriptionCodeSequence;SQ;False;1;1;False
1577472;Date of Last Calibration;DateOfLastCalibration;DA;False;1;4294967295;False
1577473;Time of Last Calibration;TimeOfLastCalibration;TM;False;1;4294967295;False
1577474;DateTime of Last Calibration;DateTimeOfLastCalibration;DT;False;1;1;False
1577475;Calibration DateTime;CalibrationDateTime;DT;False;1;1;False
1577476;Date of Manufacture;DateOfManufacture;DA;False;1;1;False
1577477;Date of Installation;DateOfInstallation;DA;False;1;1;False
1577488;Convolution Kernel;ConvolutionKernel;SH;False;1;4294967295;False
1577536;Upper/Lower Pixel Values;UpperLowerPixelValues;IS;False;1;4294967295;True
1577538;Actual Frame Duration;ActualFrameDuration;IS;False;1;1;False
1577539;Count Rate;CountRate;IS;False;1;1;False
1577540;Preferred Playback Sequencing;PreferredPlaybackSequencing;US;False;1;1;False
1577552;Receive Coil Name;ReceiveCoilName;SH;False;1;1;False
1577553;Transmit Coil Name;TransmitCoilName;SH;False;1;1;False
1577568;Plate Type;PlateType;SH;False;1;1;False
1577569;Phosphor Type;PhosphorType;LO;False;1;1;False
1577585;Water Equivalent Diameter;WaterEquivalentDiameter;FD;False;1;1;False
1577586;Water Equivalent Diameter Calculation Method Code Sequence;WaterEquivalentDiameterCalculationMethodCodeSequence;SQ;False;1;1;False
1577728;Scan Velocity;ScanVelocity;DS;False;1;1;False
1577729;Whole Body Technique;WholeBodyTechnique;CS;False;1;4294967295;False
1577730;Scan Length;ScanLength;IS;False;1;1;False
1577744;Acquisition Matrix;AcquisitionMatrix;US;False;4;4;False
1577746;In-plane Phase Encoding Direction;InPlanePhaseEncodingDirection;CS;False;1;1;False
1577748;Flip Angle;FlipAngle;DS;False;1;1;False
1577749;Variable Flip Angle Flag;VariableFlipAngleFlag;CS;False;1;1;False
1577750;SAR;SAR;DS;False;1;1;False
1577752;dB/dt;dBdt;DS;False;1;1;False
1577760;B1rms;B1rms;FL;False;1;1;False
1577984;Acquisition Device Processing Description;AcquisitionDeviceProcessingDescription;LO;False;1;1;False
1577985;Acquisition Device Processing Code;AcquisitionDeviceProcessingCode;LO;False;1;1;False
1577986;Cassette Orientation;CassetteOrientation;CS;False;1;1;False
1577987;Cassette Size;CassetteSize;CS;False;1;1;False
1577988;Exposures on Plate;ExposuresOnPlate;US;False;1;1;False
1577989;Relative X-Ray Exposure;RelativeXRayExposure;IS;False;1;1;False
1578001;Exposure Index;ExposureIndex;DS;False;1;1;False
1578002;Target Exposure Index;TargetExposureIndex;DS;False;1;1;False
1578003;Deviation Index;DeviationIndex;DS;False;1;1;False
1578064;Column Angulation;ColumnAngulation;DS;False;1;1;False
1578080;Tomo Layer Height;TomoLayerHeight;DS;False;1;1;False
1578096;Tomo Angle;TomoAngle;DS;False;1;1;False
1578112;Tomo Time;TomoTime;DS;False;1;1;False
1578128;Tomo Type;TomoType;CS;False;1;1;False
1578129;Tomo Class;TomoClass;CS;False;1;1;False
1578133;Number of Tomosynthesis Source Images;NumberOfTomosynthesisSourceImages;IS;False;1;1;False
1578240;Positioner Motion;PositionerMotion;CS;False;1;1;False
1578248;Positioner Type;PositionerType;CS;False;1;1;False
1578256;Positioner Primary Angle;PositionerPrimaryAngle;DS;False;1;1;False
1578257;Positioner Secondary Angle;PositionerSecondaryAngle;DS;False;1;1;False
1578272;Positioner Primary Angle Increment;PositionerPrimaryAngleIncrement;DS;False;1;4294967295;False
1578273;Positioner Secondary Angle Increment;PositionerSecondaryAngleIncrement;DS;False;1;4294967295;False
1578288;Detector Primary Angle;DetectorPrimaryAngle;DS;False;1;1;False
1578289;Detector Secondary Angle;DetectorSecondaryAngle;DS;False;1;1;False
1578496;Shutter Shape;ShutterShape;CS;False;1;3;False
1578498;Shutter Left Vertical Edge;ShutterLeftVerticalEdge;IS;False;1;1;False
1578500;Shutter Right Vertical Edge;ShutterRightVerticalEdge;IS;False;1;1;False
1578502;Shutter Upper Horizontal Edge;ShutterUpperHorizontalEdge;IS;False;1;1;False
1578504;Shutter Lower Horizontal Edge;ShutterLowerHorizontalEdge;IS;False;1;1;False
1578512;Center of Circular Shutter;CenterOfCircularShutter;IS;False;2;2;False
1578514;Radius of Circular Shutter;RadiusOfCircularShutter;IS;False;1;1;False
1578528;Vertices of the Polygonal Shutter;VerticesOfThePolygonalShutter;IS;False;2;4294967295;False
1578530;Shutter Presentation Value;ShutterPresentationValue;US;False;1;1;False
1578531;Shutter Overlay Group;ShutterOverlayGroup;US;False;1;1;False
1578532;Shutter Presentation Color CIELab Value;ShutterPresentationColorCIELabValue;US;False;3;3;False
1578544;Outline Shape Type;OutlineShapeType;CS;False;1;1;False
1578545;Outline Left Vertical Edge;OutlineLeftVerticalEdge;FD;False;1;1;False
1578546;Outline Right Vertical Edge;OutlineRightVerticalEdge;FD;False;1;1;False
1578547;Outline Upper Horizontal Edge;OutlineUpperHorizontalEdge;FD;False;1;1;False
1578548;Outline Lower Horizontal Edge;OutlineLowerHorizontalEdge;FD;False;1;1;False
1578549;Center of Circular Outline;CenterOfCircularOutline;FD;False;2;2;False
1578550;Diameter of Circular Outline;DiameterOfCircularOutline;FD;False;1;1;False
1578551;Number of Polygonal Vertices;NumberOfPolygonalVertices;UL;False;1;1;False
1578552;Vertices of the Polygonal Outline;VerticesOfThePolygonalOutline;OF;False;1;1;False
1578752;Collimator Shape;CollimatorShape;CS;False;1;3;False
1578754;Collimator Left Vertical Edge;CollimatorLeftVerticalEdge;IS;False;1;1;False
1578756;Collimator Right Vertical Edge;CollimatorRightVerticalEdge;IS;False;1;1;False
1578758;Collimator Upper Horizontal Edge;CollimatorUpperHorizontalEdge;IS;False;1;1;False
1578760;Collimator Lower Horizontal Edge;CollimatorLowerHorizontalEdge;IS;False;1;1;False
1578768;Center of Circular Collimator;CenterOfCircularCollimator;IS;False;2;2;False
1578770;Radius of Circular Collimator;RadiusOfCircularCollimator;IS;False;1;1;False
1578784;Vertices of the Polygonal Collimator;VerticesOfThePolygonalCollimator;IS;False;2;4294967295;False
1579008;Acquisition Time Synchronized;AcquisitionTimeSynchronized;CS;False;1;1;False
1579009;Time Source;TimeSource;SH;False;1;1;False
1579010;Time Distribution Protocol;TimeDistributionProtocol;CS;False;1;1;False
1579011;NTP Source Address;NTPSourceAddress;LO;False;1;1;False
1581057;Page Number Vector;PageNumberVector;IS;False;1;4294967295;False
1581058;Frame Label Vector;FrameLabelVector;SH;False;1;4294967295;False
1581059;Frame Primary Angle Vector;FramePrimaryAngleVector;DS;False;1;4294967295;False
1581060;Frame Secondary Angle Vector;FrameSecondaryAngleVector;DS;False;1;4294967295;False
1581061;Slice Location Vector;SliceLocationVector;DS;False;1;4294967295;False
1581062;Display Window Label Vector;DisplayWindowLabelVector;SH;False;1;4294967295;False
1581072;Nominal Scanned Pixel Spacing;NominalScannedPixelSpacing;DS;False;2;2;False
1581088;Digitizing Device Transport Direction;DigitizingDeviceTransportDirection;CS;False;1;1;False
1581104;Rotation of Scanned Film;RotationOfScannedFilm;DS;False;1;1;False
1581121;Biopsy Target Sequence;BiopsyTargetSequence;SQ;False;1;1;False
1581122;Target UID;TargetUID;UI;False;1;1;False
1581123;Localizing Cursor Position;LocalizingCursorPosition;FL;False;2;2;False
1581124;Calculated Target Position;CalculatedTargetPosition;FL;False;3;3;False
1581125;Target Label;TargetLabel;SH;False;1;1;False
1581126;Displayed Z Value;DisplayedZValue;FL;False;1;1;False
1585408;IVUS Acquisition;IVUSAcquisition;CS;False;1;1;False
1585409;IVUS Pullback Rate;IVUSPullbackRate;DS;False;1;1;False
1585410;IVUS Gated Rate;IVUSGatedRate;DS;False;1;1;False
1585411;IVUS Pullback Start Frame Number;IVUSPullbackStartFrameNumber;IS;False;1;1;False
1585412;IVUS Pullback Stop Frame Number;IVUSPullbackStopFrameNumber;IS;False;1;1;False
1585413;Lesion Number;LesionNumber;IS;False;1;4294967295;False
1589248;Acquisition Comments;AcquisitionComments;LT;False;1;1;True
1593344;Output Power;OutputPower;SH;False;1;4294967295;False
1593360;Transducer Data;TransducerData;LO;False;1;4294967295;False
1593361;Transducer Identification Sequence;TransducerIdentificationSequence;SQ;False;1;1;False
1593362;Focus Depth;FocusDepth;DS;False;1;1;False
1593376;Processing Function;ProcessingFunction;LO;False;1;1;False
1593377;Postprocessing Function;PostprocessingFunction;LO;False;1;1;True
1593378;Mechanical Index;MechanicalIndex;DS;False;1;1;False
1593380;Bone Thermal Index;BoneThermalIndex;DS;False;1;1;False
1593382;Cranial Thermal Index;CranialThermalIndex;DS;False;1;1;False
1593383;Soft Tissue Thermal Index;SoftTissueThermalIndex;DS;False;1;1;False
1593384;Soft Tissue-focus Thermal Index;SoftTissueFocusThermalIndex;DS;False;1;1;False
1593385;Soft Tissue-surface Thermal Index;SoftTissueSurfaceThermalIndex;DS;False;1;1;False
1593392;Dynamic Range;DynamicRange;DS;False;1;1;True
1593408;Total Gain;TotalGain;DS;False;1;1;True
1593424;Depth of Scan Field;DepthOfScanField;IS;False;1;1;False
1593600;Patient Position;PatientPosition;CS;False;1;1;False
1593601;View Position;ViewPosition;CS;False;1;1;False
1593604;Projection Eponymous Name Code Sequence;ProjectionEponymousNameCodeSequence;SQ;False;1;1;False
1593872;Image Transformation Matrix;ImageTransformationMatrix;DS;False;6;6;True
1593874;Image Translation Vector;ImageTranslationVector;DS;False;3;3;True
1597440;Sensitivity;Sensitivity;DS;False;1;1;False
1597457;Sequence of Ultrasound Regions;SequenceOfUltrasoundRegions;SQ;False;1;1;False
1597458;Region Spatial Format;RegionSpatialFormat;US;False;1;1;False
1597460;Region Data Type;RegionDataType;US;False;1;1;False
1597462;Region Flags;RegionFlags;UL;False;1;1;False
1597464;Region Location Min X0;RegionLocationMinX0;UL;False;1;1;False
1597466;Region Location Min Y0;RegionLocationMinY0;UL;False;1;1;False
1597468;Region Location Max X1;RegionLocationMaxX1;UL;False;1;1;False
1597470;Region Location Max Y1;RegionLocationMaxY1;UL;False;1;1;False
1597472;Reference Pixel X0;ReferencePixelX0;SL;False;1;1;False
1597474;Reference Pixel Y0;ReferencePixelY0;SL;False;1;1;False
1597476;Physical Units X Direction;PhysicalUnitsXDirection;US;False;1;1;False
1597478;Physical Units Y Direction;PhysicalUnitsYDirection;US;False;1;1;False
1597480;Reference Pixel Physical Value X;ReferencePixelPhysicalValueX;FD;False;1;1;False
1597482;Reference Pixel Physical Value Y;ReferencePixelPhysicalValueY;FD;False;1;1;False
1597484;Physical Delta X;PhysicalDeltaX;FD;False;1;1;False
1597486;Physical Delta Y;PhysicalDeltaY;FD;False;1;1;False
1597488;Transducer Frequency;TransducerFrequency;UL;False;1;1;False
1597489;Transducer Type;TransducerType;CS;False;1;1;False
1597490;Pulse Repetition Frequency;PulseRepetitionFrequency;UL;False;1;1;False
1597492;Doppler Correction Angle;DopplerCorrectionAngle;FD;False;1;1;False
1597494;Steering Angle;SteeringAngle;FD;False;1;1;False
1597496;Doppler Sample Volume X Position (Retired);DopplerSampleVolumeXPositionRetired;UL;False;1;1;True
1597497;Doppler Sample Volume X Position;DopplerSampleVolumeXPosition;SL;False;1;1;False
1597498;Doppler Sample Volume Y Position (Retired);DopplerSampleVolumeYPositionRetired;UL;False;1;1;True
1597499;Doppler Sample Volume Y Position;DopplerSampleVolumeYPosition;SL;False;1;1;False
1597500;TM-Line Position X0 (Retired);TMLinePositionX0Retired;UL;False;1;1;True
1597501;TM-Line Position X0;TMLinePositionX0;SL;False;1;1;False
1597502;TM-Line Position Y0 (Retired);TMLinePositionY0Retired;UL;False;1;1;True
1597503;TM-Line Position Y0;TMLinePositionY0;SL;False;1;1;False
1597504;TM-Line Position X1 (Retired);TMLinePositionX1Retired;UL;False;1;1;True
1597505;TM-Line Position X1;TMLinePositionX1;SL;False;1;1;False
1597506;TM-Line Position Y1 (Retired);TMLinePositionY1Retired;UL;False;1;1;True
1597507;TM-Line Position Y1;TMLinePositionY1;SL;False;1;1;False
1597508;Pixel Component Organization;PixelComponentOrganization;US;False;1;1;False
1597510;Pixel Component Mask;PixelComponentMask;UL;False;1;1;False
1597512;Pixel Component Range Start;PixelComponentRangeStart;UL;False;1;1;False
1597514;Pixel Component Range Stop;PixelComponentRangeStop;UL;False;1;1;False
1597516;Pixel Component Physical Units;PixelComponentPhysicalUnits;US;False;1;1;False
1597518;Pixel Component Data Type;PixelComponentDataType;US;False;1;1;False
1597520;Number of Table Break Points;NumberOfTableBreakPoints;UL;False;1;1;False
1597522;Table of X Break Points;TableOfXBreakPoints;UL;False;1;4294967295;False
1597524;Table of Y Break Points;TableOfYBreakPoints;FD;False;1;4294967295;False
1597526;Number of Table Entries;NumberOfTableEntries;UL;False;1;1;False
1597528;Table of Pixel Values;TableOfPixelValues;UL;False;1;4294967295;False
1597530;Table of Parameter Values;TableOfParameterValues;FL;False;1;4294967295;False
1597536;R Wave Time Vector;RWaveTimeVector;FL;False;1;4294967295;False
1597552;Active Image Area Overlay Group;ActiveImageAreaOverlayGroup;US;False;1;1;False
1601536;Detector Conditions Nominal Flag;DetectorConditionsNominalFlag;CS;False;1;1;False
1601537;Detector Temperature;DetectorTemperature;DS;False;1;1;False
1601540;Detector Type;DetectorType;CS;False;1;1;False
1601541;Detector Configuration;DetectorConfiguration;CS;False;1;1;False
1601542;Detector Description;DetectorDescription;LT;False;1;1;False
1601544;Detector Mode;DetectorMode;LT;False;1;1;False
1601546;Detector ID;DetectorID;SH;False;1;1;False
1601548;Date of Last Detector Calibration;DateOfLastDetectorCalibration;DA;False;1;1;False
1601550;Time of Last Detector Calibration;TimeOfLastDetectorCalibration;TM;False;1;1;False
1601552;Exposures on Detector Since Last Calibration;ExposuresOnDetectorSinceLastCalibration;IS;False;1;1;False
1601553;Exposures on Detector Since Manufactured;ExposuresOnDetectorSinceManufactured;IS;False;1;1;False
1601554;Detector Time Since Last Exposure;DetectorTimeSinceLastExposure;DS;False;1;1;False
1601556;Detector Active Time;DetectorActiveTime;DS;False;1;1;False
1601558;Detector Activation Offset From Exposure;DetectorActivationOffsetFromExposure;DS;False;1;1;False
1601562;Detector Binning;DetectorBinning;DS;False;2;2;False
1601568;Detector Element Physical Size;DetectorElementPhysicalSize;DS;False;2;2;False
1601570;Detector Element Spacing;DetectorElementSpacing;DS;False;2;2;False
1601572;Detector Active Shape;DetectorActiveShape;CS;False;1;1;False
1601574;Detector Active Dimension(s);DetectorActiveDimensions;DS;False;1;2;False
1601576;Detector Active Origin;DetectorActiveOrigin;DS;False;2;2;False
1601578;Detector Manufacturer Name;DetectorManufacturerName;LO;False;1;1;False
1601579;Detector Manufacturer's Model Name;DetectorManufacturerModelName;LO;False;1;1;False
1601584;Field of View Origin;FieldOfViewOrigin;DS;False;2;2;False
1601586;Field of View Rotation;FieldOfViewRotation;DS;False;1;1;False
1601588;Field of View Horizontal Flip;FieldOfViewHorizontalFlip;CS;False;1;1;False
1601590;Pixel Data Area Origin Relative To FOV;PixelDataAreaOriginRelativeToFOV;FL;False;2;2;False
1601592;Pixel Data Area Rotation Angle Relative To FOV;PixelDataAreaRotationAngleRelativeToFOV;FL;False;1;1;False
1601600;Grid Absorbing Material;GridAbsorbingMaterial;LT;False;1;1;False
1601601;Grid Spacing Material;GridSpacingMaterial;LT;False;1;1;False
1601602;Grid Thickness;GridThickness;DS;False;1;1;False
1601604;Grid Pitch;GridPitch;DS;False;1;1;False
1601606;Grid Aspect Ratio;GridAspectRatio;IS;False;2;2;False
1601608;Grid Period;GridPeriod;DS;False;1;1;False
1601612;Grid Focal Distance;GridFocalDistance;DS;False;1;1;False
1601616;Filter Material;FilterMaterial;CS;False;1;4294967295;False
1601618;Filter Thickness Minimum;FilterThicknessMinimum;DS;False;1;4294967295;False
1601620;Filter Thickness Maximum;FilterThicknessMaximum;DS;False;1;4294967295;False
1601622;Filter Beam Path Length Minimum;FilterBeamPathLengthMinimum;FL;False;1;4294967295;False
1601624;Filter Beam Path Length Maximum;FilterBeamPathLengthMaximum;FL;False;1;4294967295;False
1601632;Exposure Control Mode;ExposureControlMode;CS;False;1;1;False
1601634;Exposure Control Mode Description;ExposureControlModeDescription;LT;False;1;1;False
1601636;Exposure Status;ExposureStatus;CS;False;1;1;False
1601637;Phototimer Setting;PhototimerSetting;DS;False;1;1;False
1605968;Exposure Time in µS;ExposureTimeInuS;DS;False;1;1;False
1605969;X-Ray Tube Current in µA;XRayTubeCurrentInuA;DS;False;1;1;False
1609732;Content Qualification;ContentQualification;CS;False;1;1;False
1609733;Pulse Sequence Name;PulseSequenceName;SH;False;1;1;False
1609734;MR Imaging Modifier Sequence;MRImagingModifierSequence;SQ;False;1;1;False
1609736;Echo Pulse Sequence;EchoPulseSequence;CS;False;1;1;False
1609737;Inversion Recovery;InversionRecovery;CS;False;1;1;False
1609744;Flow Compensation;FlowCompensation;CS;False;1;1;False
1609745;Multiple Spin Echo;MultipleSpinEcho;CS;False;1;1;False
1609746;Multi-planar Excitation;MultiPlanarExcitation;CS;False;1;1;False
1609748;Phase Contrast;PhaseContrast;CS;False;1;1;False
1609749;Time of Flight Contrast;TimeOfFlightContrast;CS;False;1;1;False
1609750;Spoiling;Spoiling;CS;False;1;1;False
1609751;Steady State Pulse Sequence;SteadyStatePulseSequence;CS;False;1;1;False
1609752;Echo Planar Pulse Sequence;EchoPlanarPulseSequence;CS;False;1;1;False
1609753;Tag Angle First Axis;TagAngleFirstAxis;FD;False;1;1;False
1609760;Magnetization Transfer;MagnetizationTransfer;CS;False;1;1;False
1609761;T2 Preparation;T2Preparation;CS;False;1;1;False
1609762;Blood Signal Nulling;BloodSignalNulling;CS;False;1;1;False
1609764;Saturation Recovery;SaturationRecovery;CS;False;1;1;False
1609765;Spectrally Selected Suppression;SpectrallySelectedSuppression;CS;False;1;1;False
1609766;Spectrally Selected Excitation;SpectrallySelectedExcitation;CS;False;1;1;False
1609767;Spatial Pre-saturation;SpatialPresaturation;CS;False;1;1;False
1609768;Tagging;Tagging;CS;False;1;1;False
1609769;Oversampling Phase;OversamplingPhase;CS;False;1;1;False
1609776;Tag Spacing First Dimension;TagSpacingFirstDimension;FD;False;1;1;False
1609778;Geometry of k-Space Traversal;GeometryOfKSpaceTraversal;CS;False;1;1;False
1609779;Segmented k-Space Traversal;SegmentedKSpaceTraversal;CS;False;1;1;False
1609780;Rectilinear Phase Encode Reordering;RectilinearPhaseEncodeReordering;CS;False;1;1;False
1609781;Tag Thickness;TagThickness;FD;False;1;1;False
1609782;Partial Fourier Direction;PartialFourierDirection;CS;False;1;1;False
1609783;Cardiac Synchronization Technique;CardiacSynchronizationTechnique;CS;False;1;1;False
1609793;Receive Coil Manufacturer Name;ReceiveCoilManufacturerName;LO;False;1;1;False
1609794;MR Receive Coil Sequence;MRReceiveCoilSequence;SQ;False;1;1;False
1609795;Receive Coil Type;ReceiveCoilType;CS;False;1;1;False
